screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_0401,33680540,Assessment of the corneal collagen organization after chemical burn using second harmonic generation microscopy.,,2021,Biomedical optics express,10.1364/BOE.412819,B3_stroma,1,,,,,
PUBMED_0402,33689606,Efficacy of two silicone-hydrogel bandage contact lenses after corneal crosslinking.,,2021,Clinical & experimental optometry,10.1080/08164622.2021.1878838,A3_epithelium_limbus,1,,,,,
PUBMED_0403,33723638,"Outcomes after Descemet membrane endothelial keratoplasty over a period of 7 years at a tertiary referral center: endothelial cell density, central corneal thickness, and visual acuity.",,2021,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,10.1007/s00417-021-05152-w,C4_endothelium,1,,,,,
PUBMED_0404,33744867,miR-30c-1 encourages human corneal endothelial cells to regenerate through ameliorating senescence.,,2021,Aging,10.18632/aging.202719,C4_endothelium,1,,,,,
PUBMED_0405,33752960,Effect of mesenchymal stromal cells encapsulated within polyethylene glycol-collagen hydrogels formed in situ on alkali-burned corneas in an ex vivo organ culture model.,,2021,Cytotherapy,10.1016/j.jcyt.2021.02.001,B3_stroma,1,,,,,
PUBMED_0406,33760451,Artificial Corneal Transplantation.,,2026,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,,,,,
PUBMED_0407,33765544,Indentation of the cornea: A Bi-layer contact problem.,,2021,Journal of the mechanical behavior of biomedical materials,10.1016/j.jmbbm.2021.104463,B3_stroma,1,,,,,
PUBMED_0408,33768381,"A novel human donor cornea preservation cocktail incorporating a thermo-reversible gelation polymer (TGP), enhancing the corneal endothelial cell density maintenance and explant culture of corneal limbal cells.",,2021,Biotechnology letters,10.1007/s10529-021-03116-y,A3_epithelium_limbus;C4_endothelium,2,,,,,
PUBMED_0409,33782482,Biofabrication of chitosan/chitosan nanoparticles/polycaprolactone transparent membrane for corneal endothelial tissue engineering.,,2021,Scientific reports,10.1038/s41598-021-86340-w,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0410,33791581,"The Ultrastructure of the Nictitating Membrane of the Little Penguin (Eudyptula minor, Aves).",,2020,"Integrative organismal biology (Oxford, England)",10.1093/iob/obaa048,B3_stroma,1,,,,,
PUBMED_0411,33792036,Functional morphology of the cornea of the Little Penguin Eudyptula minor (Aves).,,2021,Journal of anatomy,10.1111/joa.13438,B3_stroma;C4_endothelium,2,,,,,
PUBMED_0412,33807473,Cytocompatibility and Suitability of Protein-Based Biomaterials as Potential Candidates for Corneal Tissue Engineering.,,2021,International journal of molecular sciences,10.3390/ijms22073648,A3_epithelium_limbus,1,,,,,
PUBMED_0413,33825029,Influence of rebubbling on anterior segment parameters and refractive outcomes in eyes with DMEK for Fuchs endothelial dystrophy.,,2021,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,10.1007/s00417-021-05114-2,C4_endothelium,1,,,,,
PUBMED_0414,33855121,Multilayered Fabrication Assembly Technique to Engineer a Corneal Stromal Equivalent.,,2021,Bio-protocol,10.21769/BioProtoc.3963,D3_full_thickness_multilayer,1,,,,,
PUBMED_0415,33859090,"Outcomes of Pseudophakic, Phakic, and Triple DMEK.",,2021,Cornea,10.1097/ICO.0000000000002723,C4_endothelium,1,,,,,
PUBMED_0416,33859091,Analysis of Immune Cells on Donor Corneal Endothelium After Corneal Transplantation Using the HRT-Rostock Cornea Module.,,2021,Cornea,10.1097/ICO.0000000000002706,C4_endothelium,1,,,,,
PUBMED_0417,33860873,Corneal endothelial cell therapy: feasibility of cell culture from corneas stored in organ culture.,,2021,Cell and tissue banking,10.1007/s10561-021-09918-8,C4_endothelium,1,,,,,
PUBMED_0418,33881428,Hybrid natural hydrogels integrated with voriconazole-loaded microspheres for ocular antifungal applications.,,2021,Journal of materials chemistry. B,10.1039/d1tb00263e,B3_stroma,1,,,,,
PUBMED_0419,33918484,Human Cadaveric Donor Cornea Derived Extra Cellular Matrix Microparticles for Minimally Invasive Healing/Regeneration of Corneal Wounds.,,2021,Biomolecules,10.3390/biom11040532,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0420,33937594,Tuning gelatin-based hydrogel towards bioadhesive ocular tissue engineering applications.,,2021,Bioactive materials,10.1016/j.bioactmat.2021.03.042,D3_full_thickness_multilayer,1,,,,,
PUBMED_0421,33939123,Potential of a novel scaffold composed of human platelet lysate and fibrin for human corneal endothelial cells.,,2022,Cell and tissue banking,10.1007/s10561-021-09931-x,C4_endothelium,1,,,,,
PUBMED_0422,33955160,Characterization of Tunable Poly-ε-Lysine-Based Hydrogels for Corneal Tissue Engineering.,,2021,Macromolecular bioscience,10.1002/mabi.202100036,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0423,33974922,Robust and double-layer micro-patterned bioadhesive based on silk nanofibril/GelMA-alginate for stroma tissue engineering.,,2021,International journal of biological macromolecules,10.1016/j.ijbiomac.2021.05.048,B3_stroma,1,,,,,
PUBMED_0424,34007152,"The Effect of Sodium Iodide on Stromal Loading, Distribution and Degradation of Riboflavin in a Rabbit Model of Transepithelial Corneal Crosslinking.",,2021,"Clinical ophthalmology (Auckland, N.Z.)",10.2147/OPTH.S300886,B3_stroma,1,,,,,
PUBMED_0425,34021240,Collagen analogs with phosphorylcholine are inflammation-suppressing scaffolds for corneal regeneration from alkali burns in mini-pigs.,,2021,Communications biology,10.1038/s42003-021-02108-y,B3_stroma,1,,,,,
PUBMED_0426,34033392,Mucous Membrane Graft.,,2026,,,A3_epithelium_limbus,1,,,,,
PUBMED_0427,34033824,Effect of Six-Month Postoperative Endothelial Cell Density on Graft Survival after Descemet Membrane Endothelial Keratoplasty.,,2021,Ophthalmology,10.1016/j.ophtha.2021.05.022,C4_endothelium,1,,,,,
PUBMED_0428,34036475,Corneal transplant survival rate in glaucoma patients with multiple previous antiglaucoma surgeries.,,2021,International ophthalmology,10.1007/s10792-021-01902-1,C4_endothelium,1,,,,,
PUBMED_0429,34049717,Refractive accuracy and visual outcomes after combined descemet membrane endothelial keratoplasty and cataract surgery: A French multicentric study.,,2021,Journal francais d'ophtalmologie,10.1016/j.jfo.2020.06.052,C4_endothelium,1,,,,,
PUBMED_0430,34061862,The effect of prior long-term recellularization with keratocytes of decellularized porcine corneas implanted in a rabbit anterior lamellar keratoplasty model.,,2021,PloS one,10.1371/journal.pone.0245406,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_0431,34071909,Extracellular Matrix Deposition and Remodeling after Corneal Alkali Burn in Mice.,,2021,International journal of molecular sciences,10.3390/ijms22115708,B3_stroma,1,,,,,
PUBMED_0432,34103888,"Outcomes of Descemet Membrane Endothelial Keratoplasty in Bangkok, Thailand.",,2021,"Clinical ophthalmology (Auckland, N.Z.)",10.2147/OPTH.S310873,C4_endothelium,1,,,,,
