screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_0801,39072516,Demographic Data and Trends in Use of Amniotic Membrane Transplant During the Past Decade at a Tertiary Eye Center.,"OBJECTIVES: In this study, we aimed to define demographic data and trends in use of amniotic membrane transplant during the past decade at a tertiary eye center. MATERIALS AND METHODS: We included 272 patients who underwent amniotic membrane transplant for ocular surface pathology from January 2009 to December 2021. We retrospectively evaluated the medical data. RESULTS: The male-to-female ratio of patients was 41/23. Mean age of the patients was 50 ± 23.6 years (range, 1-91 years). Indications consisted of ocular surface lesion excision surgery (n = 184; 66.7%), chemical injury (n = 25; 9.1%), persistent epithelial defect (n = 23; 8.3%), keratitis (n = 22; 8%), noninfectious corneal perforation (n = 9; 3.3%), bullous keratopathy (n = 9; 3.3%), and ocular cicatricial pemphigoid (n = 4; 1.4%). Single amniotic membrane transplant was applied to 236 patients (85.5%), and multiple transplant was applied to 40 patients (14.5%). We observed repeated amniotic membrane transplant rates and amniotic membrane degradation durations that were associated with primary disease (P = .005 and P < .001, respectively). Degradation time was shorter in cases of chemical burns and keratitis than in cases after ocular surface lesion excision. Amniotic membrane transplant indication rates were statistically different between the first 6 years and the last 6 years of the 12 years of data (P = .041). The frequency of amniotic membrane transplant application in microbial keratitis has increased substantially in the past 2 years. CONCLUSIONS: Amniotic membrane is used as a biomaterial in various ocular surface diseases due to its anti-inflammatory, antimicrobial, and wound-healing properties. After transplant, the amniotic membrane, which is directly related to the inflam-matory processes of the primary disease, degrades gradually. There may be changes in the trend of amniotic membrane transplant, the indications of which are progressively expanding over time.",2024,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation,10.6002/ect.2023.0254,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0802,39075142,A novel tissue-engineered corneal epithelium based on ultra-thin amniotic membrane and mesenchymal stem cells.,"Currently, in vitro cultured corneal epithelial transplantation is effective in treating limbal stem cell dysfunction (LSCD). Selecting carriers is crucial for constructing the corneal epithelium through tissue engineering. In this study, the traditional amniotic membrane (AM) was modified, and mesenchymal stem cells (MSCs) were inoculated into the ultra-thin amniotic membrane (UAM) stroma to construct a novel UAM-MSC tissue-engineered corneal epithelial carrier, that could effectively simulate the limbal stem cells (LSCs) microenvironment. The structure of different carriers cultured tissue-engineered corneal epithelium and the managed rabbit LSCD model corneas were observed through hematoxylin-eosin staining. Cell phenotypes were evaluated through fluorescence staining, Western blotting, and RT-qPCR. Additionally, cell junction genes and expression markers related to anti-neovascularization were evaluated using RT-qPCR. Corneal epithelium cell junctions were observed via an electron microscope. The tissue-engineered corneal epithelium culture medium was analyzed through mass spectrometry. Tissue-engineered corneal epithelial cells expanded by LSCs on UAM-MSCs had good transparency. Simultaneously, progenitor cell (K14, PNCA, p63) and corneal epithelial (PAX6) gene expression in tissue-engineered corneal epithelium constructed using UAM-MSCs was higher than that in corneal epithelial cells amplified by UAM and de-epithelialized amniotic membrane. Electron microscopy revealed that corneal epithelial cells grafted with UAM-MSCs were closely connected. In conclusion, the UAM-MSCs vector we constructed could better simulate the limbal microenvironment; the cultured tissue-engineered corneal epithelium had better transparency, anti-neovascularization properties, closer intercellular connections, and closer resemblance to the natural corneal epithelial tissue phenotype.",2024,Scientific reports,10.1038/s41598-024-68219-8,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0803,39093770,Poor intraoperative visibility and postoperative astigmatism associated with trabecular micro-bypass stent for corneal dystrophy: A case report.,"RATIONALE: There are reports of safe cataract surgery in eyes with posterior polymorphous corneal dystrophy (PPCD); however, to our knowledge, there are no reports of minimally invasive glaucoma surgery (MIGS) in eyes with PPCD. Herein, we report a case of poor intraoperative visibility with gonioscopy, postoperative corneal edema, and corneal astigmatism in eyes with PPCD treated with trabecular micro-bypass stent combined with cataract surgery. PATIENT CONCERNS/DIAGNOSIS: A 78-year-old man was referred to our hospital for MIGS. He presented with bilateral corneal endothelial vesicular changes and band lesions. Endothelial cell density was 2983/2871 cells/mm2 (right/left eye), central corneal thickness was 581 μm/572 μm, best-corrected visual acuity values (Snellen equivalent) were 20/32 (right) and 20/100 (left), and corneal astigmatism was -2.7D in the right eye and -2.5D in the left eye. INTERVENSIONS/ OUTCOMS: After phacoemulsification and aspiration with intraocular lens implantation with a 2.4-mm corneal incision in both eyes, trabecular micro-bypass stents were inserted successfully despite the poor intraoperative visibility with gonioscopy. One week after surgery, the central corneal thickness was 614 μm/609 μm, and Descemet's membrane folds and mild corneal edema were observed. Best-corrected decimal visual acuity was 20/40 for the right eye and 20/50 for the left eye. In the left eye, total corneal astigmatism increased from -2.5D to -5.5D. Corneal astigmatism and edema showed gradual improvement. LESSONS: Although reports have shown that cataract surgery can be safely performed in eyes with PPCD, MIGS in eyes with PPCD may require caution regarding intraoperative visibility with gonioscopy and visual function in the early postoperative period.",2024,Medicine,10.1097/MD.0000000000039211,C4_endothelium,1,Exclude,General ophthalmology/no engineering content,endothelium,,"Corrected exclude: routine clinical/surgical keratoplasty, DMEK/DSAEK/DALK, imaging, outcome, or complication paper without clear biomaterial/scaffold/tissue-engineering construct relevance."
PUBMED_0804,39096155,Fabrication of GelMA - Agarose Based 3D Bioprinted Photocurable Hydrogel with In Vitro Cytocompatibility and Cells Mirroring Natural Keratocytes for Corneal Stromal Regeneration.,"The complex anatomy of the cornea and the subsequent keratocyte-fibroblast transition have always made corneal stromal regeneration difficult. Recently, 3D printing has received considerable attention in terms of fabrication of scaffolds with precise dimension and pattern. In the current work, 3D printable polymer hydrogels made of GelMA/agarose are formulated and its rheological properties are evaluated. Despite the variation in agarose content, both the hydrogels exhibited G'>G'' modulus. A prototype for 3D stromal model is created using Solid Works software, mimicking the anatomy of an adult cornea. The fabrication of 3D-printed hydrogels is performed using pneumatic extrusion. The FTIR analysis speculated that the hydrogel is well crosslinked and established strong hydrogen bonding with each other, thus contributing to improved thermal and structural stability. The MTT analysis revealed a higher rate of cell proliferation on the hydrogels. The optical analysis carried out on the 14th day of incubation revealed that the hydrogels exhibit transparency matching with natural corneal stromal tissue. Specific protein marker expression confirmed the keratocyte phenotype and showed that the cells do not undergo terminal differentiation into stromal fibroblasts. The findings of this work point to the potential of GelMA/A hydrogels as a novel biomaterial for corneal stromal tissue engineering.",2024,Macromolecular bioscience,10.1002/mabi.202400136,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0805,39101028,Oriented cellulose hydrogel: Directed tissue regeneration for reducing corneal leukoplakia and managing fungal corneal ulcers.,"Fungal corneal ulcer is one of the leading causes of corneal blindness in developing countries. Corneal scars such as leukoplakia are formed due to inflammation, oxidative stress and non-directed repair, which seriously affect the patients' subsequent visual and life quality. In this study, drawing inspiration from the oriented structure of collagen fibers within the corneal stroma, we first proposed the directional arrangement of CuTA-CMHT hydrogel system at micro and macro scales based on the 3D printing extrusion method combined with secondary patterning. It played an antifungal role and induced oriented repair in therapy of fungal corneal ulcer. The results showed that it effectively inhibited Candida albicans, Aspergillus Niger, Fusarium sapropelum, which mainly affects TNF, NF-kappa B, and HIF-1 signaling pathways, achieving effective antifungal functions. More importantly, the fibroblasts interacted with extracellular matrix (ECM) of corneal stroma through formation of focal adhesions, promoted the proliferation and directional migration of cells in vitro, induced the directional alignment of collagen fibers and corneal stromal orthogonally oriented repair in vivo. This process is mainly associated with MYLK, MYL9, and ITGA3 molecules. Furthermore, the downregulation the growth factors TGF-β and PDGF-β inhibits myofibroblast development and reduces scar-type ECM production, thereby reducing corneal leukoplakia. It also activates the PI3K-AKT signaling pathway, promoting corneal healing. In conclusion, the oriented CuTA-CMHT hydrogel system mimics the orthogonal arrangement of collagen fibers, inhibits inflammation, eliminates reactive oxygen species, and reduces corneal leukoplakia, which is of great significance in the treatment of fungal corneal ulcer and is expected to write a new chapter in corneal tissue engineering.",2024,Bioactive materials,10.1016/j.bioactmat.2024.07.008,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0806,39106436,"In Situ-Forming, Bioorthogonally Cross-linked, Nanocluster-Reinforced Hydrogel for the Regeneration of Corneal Defects.","Corneal defects can lead to stromal scarring and vision loss, which is currently only treatable with a cadaveric corneal transplant. Although in situ-forming hydrogels have been shown to foster regeneration of the cornea in the setting of stromal defects, the cross-linking, biomechanical, and compositional parameters that optimize healing have not yet been established. This, Corneal defects are also almost universally inflamed, and their rapid closure without fibrosis are critical to preserving vision. Here, an in situ forming, bioorthogonally cross-linked, nanocluster (NC)-reinforced collagen and hyaluronic acid hydrogel (NCColHA hydrogel) with enhanced structural integrity and both pro-regenerative and anti-inflammatory effects was developed and tested within a corneal defect model in vivo. The NCs serve as bioorthogonal nanocross-linkers, providing higher cross-linking density than polymer-based alternatives. The NCs also serve as delivery vehicles for prednisolone (PRD) and the hepatocyte growth factor (HGF). NCColHA hydrogels rapidly gel within a few minutes upon administration and exhibit robust rheological properties, excellent transparency, and negligible swelling/deswelling behavior. The hydrogel's biocompatibility and capacity to support cell growth were assessed using primary human corneal epithelial cells. Re-epithelialization on the NCColHA hydrogel was clearly observed in rabbit eyes, both ex vivo and in vivo, with expression of normal epithelial biomarkers, including CD44, CK12, CK14, α-SMA, Tuj-1, and ZO-1, and stratified, multilayered morphology. The applied hydrogel maintained its structural integrity for at least 14 days and remodeled into a transparent stroma by 56 days.",2024,ACS nano,10.1021/acsnano.4c02345,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0807,39113726,Comparative study on corneal epithelium healing: effects of crosslinked hyaluronic acid and amniotic membrane extract eye drops in rats.,"INTRODUCTION: Corneal ulcers are common lesions in both human and veterinary medicine. However, only a few studies have evaluated the efficacy of cross-linked hyaluronic acid (X-HA) eye drops on corneal wound healing. To our knowledge, this is the first study to demonstrate and compare the efficacy of amniotic membrane extract eye drops (AMEED) and X-HA for corneal wound healing in rats. MATERIAL AND METHODS: A total of 15 male Wistar rats (30 eyes) were used in this study. Then, 10 eyes were treated with X-HA, AMEED, or 0.9% saline. After general and topical anesthesia, a superficial corneal ulcer was created using a corneal trephine. The defect was further polished with a diamond burr. Three groups of 10 eyes each were treated with either one drop of 0.75% X-HA or AMEED or 0.9% saline (control), administered every 12 h for a duration of 72 h. The median epithelial defect area (MEDA), expressed as a percentage of the total corneal surface, was measured at 0, 12, 24, 36, 48, and 72 h. Re-epithelization time scores were also evaluated. The Kruskal-Wallis test was used to compare median times for re-epithelization and histopathologic scores between groups, while the Friedman test (for paired data) was employed to compare results from the serial analysis of MEDA and vascularization scores between groups. RESULTS: MEDA was not significantly different between X-HA and AMEED. However, MEDA was significantly smaller in the X-HA group compared to the control group at 36 h (2.73 interquartile range (IQR) 5.52% x 9.95 IQR 9.10%, P=0.024) and 48 h (0.00 IQR 0.26% x 6.30 IQR 8.54%, P=0.030). The overall time for re-epithelization was significantly lower in the X-HA group (3.00 IQR 3.00) compared to the AMEED (6.5 IQR 3.00) and control (7.00 IQR 1.00) groups (P=0.035). Vascularization, hydropic degeneration, and epithelial-stromal separation were significantly less observed in samples in the X-HA-treated compared to samples in the AMEED- and saline-treated groups. Significantly more corneal epithelium cells were labeled for caspase3 in samples from the AMEED- and saline-treated groups compared to those from the X-HA-treated group. DISCUSSION: Topical X-HA has been shown to accelerate corneal epithelial healing. AMEED did not decrease corneal re-epithelialization time. X-HA may also potentially be used as an adjunct therapy for treating corneal ulcers in clinical situations.",2024,Frontiers in veterinary science,10.3389/fvets.2024.1415658,A3_epithelium_limbus,1,Uncertain,,multiple_layers,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0808,39139547,An in vitro 3-dimensional Collagen-based Corneal Construct with Innervation Using Human Corneal Cell Lines.,"PURPOSE: To develop a 3-dimensional corneal construct suitable for in vitro studies of disease conditions and therapies. DESIGN: In vitro human corneal constructs were created using chemically crosslinked collagen and chondroitin sulfate extracellular matrix and seeded with 3 human corneal cell types (epithelial, stromal, and endothelial) together with neural cells. The neural cells were derived from hybrid neuroblastoma cells and the other cells used from immortalized human corneal cell lines. To check the feasibility and characterize the constructs, cytotoxicity, cell proliferation, histology, and protein expression studies were performed. RESULTS: Optimized culture condition permitted synchronized viability across the cell types within the construct. The construct showed a typical appearance for different cellular layers, including healthy appearing, phenotypically differentiated neurons. The expected protein expression profiles for specific cell types within the construct were confirmed with western blotting. CONCLUSIONS: An in vitro corneal construct was successfully developed with maintenance of individual cell phenotypes with anatomically correct cellular loci. The construct may be useful in evaluation of specific corneal disorders and in developing different corneal disease models. Additionally, the construct can be used in evaluating drug targeting and/or penetration to individual corneal layers, testing novel therapeutics for corneal diseases, and potentially reducing the necessity for animals in corneal research at the early stages of investigation. FINANCIAL DISCLOSURES: Proprietary or commercial disclosure may be found in the Footnotes and Disclosures at the end of this article.",2024,Ophthalmology science,10.1016/j.xops.2024.100544,D3_full_thickness_multilayer,1,Uncertain,,multiple_layers,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0809,39151772,The effect of platelet-rich plasma and sodium alginate hydrogel on corneal wound healing after corneal alkali burns in rats with computer-assisted anterior segment optical coherence tomography image analysis.,"Our objective was to determine the effect of a semi-synthetic sodium alginate hydrogel and its combination with platelet-rich plasma (PRP) on histopathological, biochemical, clinical, and anterior segment optical coherence tomography (AS-OCT) data. Alkali chemical burn of the cornea was induced. Injured rats were randomly divided into five equal groups and topically treated with phosphate-buffered saline (sham), platelet-rich plasma (PRP), 0.5% sodium citrate, a semi-synthetic sodium alginate hydrogel, or a combination of PRP and hydrogel (combined group) three times daily. The degree of corneal opacity (CO), corneal epithelial staining (CES), percentage of corneal epithelial defects (CEDP), degree of ciliary hyperemia (CH), neovascularization size (NVS), and extent of neovascularization (NVE) were evaluated. AS-OCT was performed at nine days, and then rats were sacrificed. Histological examination and enzyme-linked immunosorbent assays were performed to detect the concentrations of IL-1β and MMP-9 in the cornea. There were no significant differences between the groups regarding CEDP, CO, CES, CH, NVS, or NVE on the first day after corneal alkali burn injury (p > 0,05). At the last examination, CO was significantly lower in the PRP group than in the sham group (p = 0,044), while the CO concentrations were similar in terms of NVS (p > 0,05). Similarly, in terms of tissue MMP-9 levels, there were no significant differences between groups (p > 0,05). However, there was a significant difference in tissue IL-1β levels between the groups (p < 0,001). In the PRP and combined groups, the level of IL-1β was significantly lower than that in the sham group (p = 0,043 and p = 0,036, respectively). There was a significant difference in epithelial necrosis between the PRP, and it was the lowest in the combined group (p = 0,003). Epithelial thickness was highest in the combined group (p = 0,002). CEDP was significantly different at the last visit between the groups (p = 0.042). The fastest epithelial closing rate was observed for the combined group (p = 0,026). There was a significant negative correlation between tissue MMP-9 levels and corneal solidity and between tissue MMP-9 levels and the corneal area according to the AS-OCT measurements (p = 0,012 and p = 0,027, respectively). When used alone, topical hydrogel application did not significantly enhance the healing of corneal wounds. However, when combined with PRP, it leads to an increased rate of epithelial closure and neovascularization. This combination did not exacerbate inflammation or corneal opacity compared to PRP alone. The anticoagulant citrate solution in the PRP tube did not prove effective. The synergistic use of PRP and hydrogel could enhance epithelial thickness and reduce epithelial necrosis. The use of new parameters for corneal wound healing assessment was facilitated through AS-OCT image processing.",2024,Experimental eye research,10.1016/j.exer.2024.110044,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0810,39151870,Development of an in-situ forming collagen-based hydrogel as a regenerative bioadhesive for corneal perforations.,"Corneal injuries play a significant role in global visual impairment, underscoring the demand for innovative biomaterials with specific attributes such as adhesion, cohesion, and regenerative potential. In this study, we have developed a biocompatible bioadhesive for corneal reconstruction. Derived from Collagen type I, naturally present in human corneal stromal tissue, the bioadhesive was cross-linked with modified polyethylene glycol diacrylate (PEGDA-DOPA), rendering it curable through visible light exposure and exhibiting superior adhesion to biological tissues even in wet conditions. The physicochemical characteristics of the proposed bioadhesive were customized by manipulating the concentration of its precursor polymers and adjusting the duration of photocrosslinking. To identify the optimal sample with maximum adhesion, mechanical strength, and biocompatibility, characterization tests were conducted. The optimal specimen, consisting of 30 % (w/v) PEGDA-DOPA and cured with visible light for 5 min, exhibited commendable adhesive strength of 783.6 kPa and shear strength of 53.7 kPa, surpassing that of commercialized eye adhesives.Additionally, biocompatibility test results indicated a notably high survival rate (>100 %) of keratocytes seeded on the hydrogel adhesive after 7 days of incubation. Consequently, this designed bioadhesive, characterized by high adhesion strength, robust mechanical strength, and excellent biocompatibility, is anticipated to enhance the spontaneous repair process of damaged corneal stromal tissue.",2024,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.134761,B3_stroma,1,Include,,stroma,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
