screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_0601,36356877,Silk fibroin based interpenetrating network hydrogel for corneal stromal regeneration.,"There is a need to develop tissue engineering based approaches to address the shortage of donor corneas worldwide for transplantation. To do this a novel approach to fabricate three-dimensional hydrogels using free-radical polymerization was investigated to generate constructs for corneal stromal tissue regeneration. Different ratios of silk fibroin (SF) to polyacrylamide (PA) were used to fabricate semi-interpenetrating hydrogels. Scanning electron micrograph displayed the interconnectivity of pores within the fabricated hydrogels. Pore sizes ranged from 25 to 66 μm. Scaffolds with increasing concentration of SF had enhanced β-sheet structure (verified by Fourier transform infrared spectroscopy). The biological response of human corneal stromal cells to these hydrogels was examined using cellular adhesion, proliferation, cytoskeleton organization, gene expression and immunocytochemical analysis. The fabricated hydrogels possess rapid gelation (∼3 min) at 37 °C, 84 % porosity facilitating keratocyte migration during healing, improved cellular adhesion and no cytotoxicity, indicating their efficiency for in-situ corneal tissue regeneration. Presence of SF in semi-interpenetrating network hydrogel enhanced cellular proliferation, elevated GAG deposition, and increased expression of keratocyte genes, normally associated with healthy corneal stromal tissue. This study acts as an initial step towards fabricating SF based semi-interpenetrating network hydrogels for developing clinically applicable ocular implants.",2022,International journal of biological macromolecules,10.1016/j.ijbiomac.2022.11.021,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0602,36370413,An in vitro comparison of human corneal epithelial cell activity and inflammatory response on differently designed ocular amniotic membranes and a clinical case study.,"Amniotic membrane (AM) is a naturally derived biomaterial with biological and mechanical properties important to Ophthalmology. The epithelial side of the AM promotes epithelialization, while the stromal side regulates inflammation. However, not all AMs are equal. AMs undergo different processing with resultant changes in cellular content and structure. This study evaluates the effects of sidedness and processing on human corneal epithelial cell (HCEC) activity, the effect of processing on HCEC inflammatory response, and then a case study is presented. Three differently processed, commercially available ocular AMs were selected: (1) Biovance®3L Ocular, a decellularized, dehydrated human AM (DDHAM), (2) AMBIO2®, a dehydrated human AM (DHAM), and (3) AmnioGraft®, a cryopreserved human AM (CHAM). HCECs were seeded onto the AMs and incubated for 1, 4 and 7 days. Cell adhesion and viability were evaluated using alamarBlue assay. HCEC migration was evaluated using a scratch wound assay. An inflammatory response was induced by TNF-α treatment. The effect of AM on the expression of pro-inflammatory genes in HCECs was compared using quantitative polymerase chain reaction (qPCR). Staining confirmed complete decellularization and the absence of nuclei in DDHAM. HCEC activity was best supported on the stromal side of DDHAM. Under inflammatory stimulation, DDHAM promoted a higher initial inflammatory response with a declining trend across time. Clinically, DDHAM was used to successfully treat anterior basement membrane dystrophy. Compared with DHAM and CHAM, DDHAM had significant positive effects on the cellular activities of HCECs in vitro, which may suggest greater ocular cell compatibility in vivo.",2023,"Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.35186,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0603,36416454,Electrospun-Reinforced Suturable Biodegradable Artificial Cornea.,"Despite rigorous investigations, the hydrogels currently available to replace damaged tissues, such as the cornea, cannot fulfill mechanical and structural requirements and, more importantly, cannot be sutured into host tissues due to the lack of hierarchical structures to dissipate exerted stress. In this report, solution electrospinning of polycaprolactone (PCL), protein-based hydrogel perfusion, and layer-by-layer stacking are used to generate a hydrogel-microfiber composite with varying PCL fiber diameters and hydrogel concentrations. Integrating PCL microfibers into the hydrogel synergistically improves the mechanical properties and suturability of the construct up to 10-fold and 50-fold, respectively, compared to the hydrogel and microfiber scaffolds alone, approaching those of the corneal tissue. Human corneal cells cultured on composites are viable and can spread, proliferate, and retain phenotypic characteristics. Moreover, corneal stromal cells migrate into the scaffold, degrade it, and regenerate the extracellular matrix. The current hydrogel reinforcing system paves the way for producing suturable and, therefore, transplantable tissue constructs with desired mechanical properties.",2022,ACS applied bio materials,10.1021/acsabm.2c00751,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0604,36441906,Preparation and Evaluation of Bacterial Nanocellulose/Hyaluronic Acid Composite Artificial Cornea for Application of Corneal Transplantation.,"The treatment for corneal damage requires donor corneal transplantation, but there is a serious scarcity of donor corneas worldwide. In this study, we aimed to design a new artificial cornea with good cytocompatibility, excellent optical properties and suture resistance, and great moisturizing properties. A new bacterial nanocellulose (BNC) membrane with anisotropic mechanical properties and high light transmission was produced in a horizontal rotary drum reactor. However, as a potential material for artificial keratoplasty, the transparency and mechanical properties of the new BNC membrane were not satisfactory. Thus, hyaluronic acid (HA) was introduced in the BNC to synthesize the BNC/HA composite membrane by using 1,4-butanediol diglycidyl ether (BDDE) as the chemical cross-linking agent. The micro-morphology, light transmittance, mechanical properties, water content, moisture retention ability, and cytocompatibility of the composite membranes were further evaluated. HA was fixed in the BNC network by the ether bond, and the composite membrane was found to have excellent light transmittance (up to 95.96%). The composite membrane showed excellent mechanical properties, for instance, its tensile strength exceeded the human normal intraocular pressure (IOP) (1.33-2.80 kPa), the maximum burst pressure was about 130 kPa, 46-97 times that of the normal IOP, and its suture force was close to that of the human amniotic membrane (0.1 N). Based on the three-dimensional network scaffold of BNC and the high water absorption characteristics of HA, the artificial cornea had high water content and high moisture retention ability. The rabbit corneal stromal cells cultured in vitro showed that the artificial cornea substitute had excellent cytocompatibility. BDDE is the most frequently used cross-linker in most HA products in the current cosmetic medicine industry owing to its long-term safety records for over 15 years. Therefore, the BNC/HA composite hydrogel cross-linked with BDDE has great potential in artificial keratoplasty or ocular surface repair.",2023,Biomacromolecules,10.1021/acs.biomac.2c01052,B3_stroma,1,Include,,stroma,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0605,36458563,Use of Decellularized SMILE (Small-Incision Lenticule Extraction) Lenticules for Engineering the Corneal Endothelial Layer: A Proof-of-Concept.,"PURPOSE: To demonstrate the suitability of using decellularized SMILE (Small-incision Lenticule Extraction) lenticules for culturing and transplanting the corneal endothelium (CE). METHODS: The SMILE lenticules, obtained during refractive surgery, were decellularized by incubating in CE culture medium and fetal bovine serum. Decellularization was confirmed by hematoxylin and eosin staining, DAPI staining, and gel electrophoresis. The amount of DNA per milligram of dry tissue weight was calculated to quantify the residual nuclear content. The transparency of the decellularized lenticules was determined by calculating the modulation transfer function. Immunostaining for stromal collagens and glycosaminoglycan was performed using specific antibodies. Engineered tissue was constructed by culturing the CE cells on lenticules and staining for ZO-1, Na/K ATPase, and N-cadherin. The functionality of the engineered tissues was assessed by transplanting them onto edematous human donor corneas and perfusing for 10 days ex-vivo. RESULTS: The residual DNA per milligram of dry tissue weight was found to be significantly reduced (p < 0.0001) in serum (0.255 µg/mg) and Opti-MEM (0.140 µg/mg) when compared to fresh lenticules (3.9 µg/mg). Decellularization did not alter the arrangement of the collagen fibers or the transparency of the lenticules. CE cells attached and matured to express ZO-1, Na/K ATPase, and N-cadherin at two weeks after seeding. The engineered tissue upon transplantation significantly reduced the corneal edema (p < 0.05) and the transplanted cells remained intact on the SMILE lenticule post-transplantation. CONCLUSION: This study demonstrates the suitability of using SMILE lenticules decellularized using a simple, chemical-free method for engineering the corneal endothelium for transplantation.",2023,Current eye research,10.1080/02713683.2022.2151018,B3_stroma;C4_endothelium;D3_full_thickness_multilayer,3,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0606,36497012,Transcriptomic Landscape and Functional Characterization of Human Induced Pluripotent Stem Cell-Derived Limbal Epithelial Progenitor Cells.,"Limbal stem cell deficiency (LSCD) is a complex, multifactorial disease affecting limbal epithelial progenitor cells (LEPC), which are essential for maintaining corneal stability and transparency. Human induced pluripotent stem cell-derived (hiPSC-) LEPC are a promising cell source for the treatment of LSCD. However, their similarity to native tissue-derived (T-) LEPC and their functional characterization has not been studied in detail. Here, we show that hiPSC-LEPC and T-LEPC have rather similar gene expression patterns, colony-forming ability, wound-healing capacity, and melanosome uptake. In addition, hiPSC-LEPC exhibited lower immunogenicity and reduced the proliferation of peripheral blood mononuclear cells compared with T-LEPC. Similarly, the hiPSC-LEPC secretome reduced the proliferation of vascular endothelial cells more than the T-LEPC secretome. Moreover, hiPSC-LEPC successfully repopulated decellularized human corneolimbal (DHC/L) scaffolds with multilayered epithelium, while basal deposition of fibrillary material was observed. These findings suggest that hiPSC-LEPC exhibited functional properties close to native LEPC and that hiPSC-LEPC-DHC/L scaffolds might be feasible for transplantation in patients suffering from LSCD in the future. Although hiPSC-LEPC-based stem cell therapy is promising, the current study also revealed new challenges, such as abnormal extracellular matrix deposition, that need to be overcome before hiPSC-LEPC-based stem cell therapies are viable.",2022,Cells,10.3390/cells11233752,A3_epithelium_limbus;C4_endothelium,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance."
PUBMED_0607,36499651,The Soluble Guanylate Cyclase Stimulator BAY 41-2272 Attenuates Transforming Growth Factor β1-Induced Myofibroblast Differentiation of Human Corneal Keratocytes.,"Corneal transparency, necessary for vision and depending on the high organization of stromal extracellular matrix, is maintained by keratocytes. Severe or continuous corneal injuries determine exaggerated healing responses resulting in the formation of irreversible fibrotic scars and vision impairment. Soluble guanylate cyclase (sGC) stimulation demonstrated antifibrotic effects in both experimental fibrosis and human lung and skin fibroblasts. Here, we assessed whether sGC stimulation with BAY 41-2272 could attenuate transforming growth factor β1 (TGFβ1)-induced myofibroblast differentiation of human corneal keratocytes. Cells were challenged with TGFβ1, with/without BAY 41-2272 preincubation, and subsequently assessed for viability, proliferation, migration, chemoinvasion, as well for the expression of myofibroblast/fibroblast activation markers and contractile abilities. Treatment with BAY 41-2272 did not affect keratocyte viability, while preincubation of cells with the sGC stimulator was able to inhibit TGFβ1-induced proliferation, wound healing capacity, and invasiveness. BAY 41-2272 was also able to attenuate TGFβ1-induced myofibroblast-like profibrotic phenotype of keratocytes, as demonstrated by the significant decrease in ACTA2, COL1A1, COL1A2, FN1 and PDPN gene expression, as well as in α-smooth muscle actin, α-1 chain of type I collagen, podoplanin, vimentin and N-cadherin protein expression. Finally, BAY 41-2272 significantly counteracted the TGFβ1-induced myofibroblast-like ability of keratocytes to contract collagen gels, reduced phosphorylated Smad3 protein levels, and attenuated gene expression of proinflammatory cytokines. Collectively, our data show for the first time that BAY 41-2272 is effective in counteracting keratocyte-to-myofibroblast transition, thus providing the rationale for the development of sGC stimulators as novel promising modulators of corneal scarring and fibrosis.",2022,International journal of molecular sciences,10.3390/ijms232315325,B3_stroma,1,Uncertain,,stroma,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0608,36502465,Tissue Engineered Mini-Cornea Model for Eye Irritation Test.,"BACKGROUND: Eye irritation tests with animals have been conducted for a long time. However, the subjective decision to irritation, the anatomic/physiologic difference between species and humans, and ethical issues are crucial problems. Various research groups have paid attention to alternative testing methods. In these senses, we fabricated in vitro mini-cornea models with immortalized human corneal epithelial cells (iHCECs) and keratocytes (iHCKs) and used them for irritation tests. This study hypothesized that our mini-cornea model could present different viability tendencies according to test chemicals with different irritancy levels. METHODS: Cells used in this study were characterized with cornea-specific markers by immunocytochemistry and western blot. To make a three-dimensional hemisphere construct like cornea stroma, we cultured iHCKs under modified culture conditions verified by matrix formation and total collagen content. iHCECs were seeded on the construct and cultured at an air-liquid interface. The model was treated with 2-phenoxyethanol, triton X-100, sodium lauryl sulfate, and benzalkonium chloride. RESULTS: iHCECs and iHCKs presented their specific cell markers. In modifying the culture condition, the group treating ascorbic acid (200 µg/ml) presented an intact cellular matrix and included the highest collagen content; thus, we used this condition to fabricate the mini-cornea model. The model shows hemisphere shape and homogenous cell distributions in histological analysis. We observed different sensitivity tendencies by types of chemicals, and the model's viability significantly decreased when the chemical concentration increased. CONCLUSION: In this study, we performed and observed irritation tests using a tissue-engineered mini-cornea model and considered to apply as an alternative approach for animal tests.",2023,Tissue engineering and regenerative medicine,10.1007/s13770-022-00504-x,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Uncertain,,multiple_layers,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
PUBMED_0609,36531590,Cellular Interplay Through Extracellular Vesicle miR-184 Alleviates Corneal Endothelium Degeneration.,"OBJECTIVE: The objective of the study was to reveal the presence of cellular interplay through extracellular vesicle (EV) microRNAs (miRs), to dampen the vicious cycle to degenerate human corneal endothelium (HCE) tissues. DESIGN: Prospective, comparative, observational study. METHODS: The miR levels in neonate-derived corneal tissues, in the aqueous humor (AqH) of bullous keratoplasty and cataract patients, as well as in the culture supernatant (CS) and EV of cultured human corneal endothelial cells (hCECs), were determined using 3D-Gene human miR chips and then validated using the real-time polymerase chain reaction. The extracellularly released miRs were profiled after the forced downregulation of cellular miR-34a, either by an miR-34a inhibitor or exposure to H(2)O(2). The senescence-associated secretory phenotypes and mitochondrial membrane potential (MMP) were assessed to determine the functional features of the released miRs. MAIN OUTCOME MEASURES: Identification of functional miRs attenuating HCE degeneration. RESULTS: The miRs in AqH were classified into 2 groups: expression in 1 group was significantly reduced in neonate-derived tissues, whereas that in the other group remained almost constant, independent of aging. The miR-34a and -29 families were typical in the former group, whereas miR-184 and -24-3p were typical in the latter. Additionally, a larger amount of the latter miRs was detected in AqH compared with those of the former miRs. There was also a greater abundance of miR-184 and -24-3p in hCECs, EV, and CS in fully mature CD44(-/dull) hCEC, leading to sufficient clinical tissue regenerative capacity in cell injection therapy. The repression of cellular miR-34a, either due to miR-34a inhibitors or exposure to oxidative stress, unexpectedly resulted in the elevated release of miR-184 and -24-3p. Secretions of VEGF, interleukin 6, monocyte chemotactic protein-1, and MMP were all repressed in both mature CD44(-/dull) and degenerated CD44(+++) hCEC, transfected with an miR-184 mimic. CONCLUSIONS: The elevated release of miR-184 into AqH may constitute cellular interplay that prevents the aggravation of HCE degeneration induced by oxidative stress, thereby sustaining tissue homeostasis in HCE.",2022,Ophthalmology science,10.1016/j.xops.2022.100212,C4_endothelium,1,Exclude,General ophthalmology/no engineering content,endothelium,,"Corrected exclude: routine clinical/surgical keratoplasty, DMEK/DSAEK/DALK, imaging, outcome, or complication paper without clear biomaterial/scaffold/tissue-engineering construct relevance."
PUBMED_0610,36536596,The need of rebubbling in case of small graft detachments after Descemet Membrane Endothelial Keratoplasty (DMEK).,"PURPOSE: To investigate the need of rebubbling for small graft detachments after Descemet Membrane Endothelial Keratoplasty (DMEK). METHODS: In this retrospective study we evaluated 111 eyes from 111 patients that showed graft detachment after DMEK surgery and have achieved graft adherence by injection of air or 20% sulfur hexafluoride (SF(6)) to the anterior chamber (rebubbling group; n = 57) or by spontaneous adherence without intervention (control group; n = 54) at final examination. Subgroups in terms of the maximum height and in terms of the detachment area in relation to graft area were formed. Outcome measures were the increase in best-corrected visual acuity (BCVA) and the decrease in central corneal thickness (CCT) from the measurement before DMEK to six months after surgery and postoperative endothelial cell density. RESULTS: BCVA increased in the rebubbling group and the control group, the difference being 0.22 logMAR, p = 0.048. For eyes with a maximum height less than 500 µm, the increase of BCVA was 0.39 ± 0,36 logMAR in the control group and 0.62 ± 0,53 logMAR in the rebubbling group, p = 0.045. There was no difference of statistical significance of BCVA between both groups regarding the detachment area of less than 20% in relation to graft area. The mean decrease in CCT and postoperative endothelial cell density showed no significant difference between the rebubbling group and the control group. CONCLUSION: Compared to spontaneous graft adherence, a rebubbling shows no beneficial effect on the clinical outcome for small detached DMEK grafts. Rebubbling does not decrease postoperative endothelial cell density.",2023,European journal of ophthalmology,10.1177/11206721221146579,C4_endothelium,1,Exclude,General ophthalmology/no engineering content,endothelium,,"Corrected exclude: routine clinical/surgical keratoplasty, DMEK/DSAEK/DALK, imaging, outcome, or complication paper without clear biomaterial/scaffold/tissue-engineering construct relevance."
