screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_1001,41170125,Feasibility of Descemet membrane endothelial keratoplasty with preloaded and trifolded graft after 96-hour storage and shipping.,"PURPOSE: Descemet membrane endothelial keratoplasty (DMEK) donor grafts can be safely trifolded, preloaded, and shipped for up to 96 hours without significant endothelial cell loss; however, clinical outcomes of such storage times have yet to be reported in human patients. Here we report a case of a trifolded, preloaded DMEK graft stored for 96 hours and transplanted in a 68-year-old female with Fuchs endothelial dystrophy. METHODS: The DMEK graft was preloaded and trifolded with post-processing endothelial cell density (ECD) of 2558 cells/mm.(2) Intraoperatively, it was pulled into the anterior chamber with 27G irrigating forceps, opened as a sheet, and was positioned without complication using SF(6) gas with 80% fill. The graft was attached at all postoperative day visits including day 1, 5, and week 6. Specular microscopy at one week resulted in ECD of 1930 cells/mm2 (endothelial cell loss of 22.8%), and central pachymetry improved from 530 microns preoperatively to 493 at six weeks. CONCLUSIONS: We demonstrate feasibility of DMEK with a preloaded and triolded graft stored for 96 hours, with resolution of corneal edema. These results underscore the viability of international shipment and optimized resource distribution of donor tissue where there is a high global need for DMEK grafts.",2025,Eye banking and corneal transplantation,10.1097/ebct.0000000000000036,C4_endothelium,1,,,,,
PUBMED_1002,41170239,Fluid-Assisted Hydro-Bubble Technique With Newly Designed Cannula for Deep Anterior Lamellar Keratoplasty.,"Purpose This study was conducted to evaluate the efficacy and safety of the novel hydro-bubble technique (fluid-assisted Descemet's membrane (DM) exposure) with a newly designed cannula for inducing bare DM during deep anterior lamellar keratoplasty (DALK). Methods This retrospective study evaluated the results of DALK in which the hydro-bubble technique (fluid-assisted DM exposure) was performed with a newly designed cannula between April 2018 and March 2020. A femtosecond laser was used to create an initial incision with minimal remaining parenchyma. Balanced salt solution (BSS) was injected into the parenchyma using the newly designed cannula to induce bare DM. The success rate of hydro-bubble formation, visual outcomes, endothelial cell density, and complications were analyzed. Results The study included 39 patients with corneal opacity (n=19), corneal dystrophy (n=13), or keratoconus (n=6). Hydro-bubble formation was induced in 33 (84.6%) of these patients. At one year postoperatively, visual acuity was substantially better; the mean endothelial cell density at one month postoperatively was 1847 ± 622.1 cells/mm(2). Intraoperative microperforation occurred in six cases (15.4%), but there were no instances of macroperforation or conversion to penetrating keratoplasty. Postoperative complications included a higher incidence of double anterior chamber, which was often associated with type 2 bubbles. Conclusion The hydro-bubble technique (fluid-assisted DM exposure) with a newly designed cannula is a promising alternative for inducing bare DM during DALK. It achieves a hydro-bubble formation success rate similar to the rate for the conventional big-bubble technique, while allowing greater control over hydro-bubble formation size and increasing visibility during surgery. Although further validation is needed, the enhanced safety and effectiveness of the hydro-bubble technique (fluid-assisted DM exposure) can facilitate better surgical management of corneal stromal pathologies.",2025,Cureus,10.7759/cureus.93344,C4_endothelium,1,,,,,
PUBMED_1003,41177136,Thermoplastic silk-plasticizer membranes for biodegradable artificial corneal endothelium.,"Corneal endothelial dysfunction (CED) induces stromal edema through aqueous influx, disrupting collagen organization and causing corneal opacity, with chronic cases progressing to fibrosis. As a major cause of corneal blindness, CED currently requires corneal transplantation for treatment. However, the scarcity of human donors necessitates the urgent development of artificial corneal endothelial transplant materials. Previously reported non-biodegradable polymer materials suffer from inadequate adhesion and poor water barrier efficiency, with long-term implantation potentially causing foreign-body reactions. To address these issues, we developed a silk fibroin (SF)-plasticizer composite membrane using spin coating and water-annealing techniques. Glycerol-plasticized SF membranes exhibit excellent transparency and flexibility, with water-annealing further enhancing mechanical strength for intraocular surgical implantation. The addition of glycerol imparts thermoplasticity to SF membranes, enabling the fabrication of membranes with appropriate intraocular curvature through thermoforming. In vitro hydrostatic pressure tests demonstrated that SF membranes can withstand pressures equivalent to maximum intraocular pressure for over 75 days without rupture or leakage. Ethylene oxide sterilization of SF membranes did not affect their cytocompatibility and transparency. When implanted in CED rabbit models, SF membranes adhered tightly to the corneal stroma, effectively preventing aqueous humor penetration while allowing nutrient diffusion. During the three-month observation period, minimal inflammatory and foreign-body reactions were observed, with peripheral endothelial cells migrating onto the SF membrane surface. Transcriptomic sequencing revealed that SF membranes maintain corneal transparency by suppressing inflammatory pathways, inhibiting fibrosis, and regulating extracellular matrix remodeling. As a novel biodegradable artificial corneal endothelial layer, SF membranes demonstrate significant clinical potential as a temporary treatment for CED, to buy time until a cell-based transplant can be performed, owing to their excellent transparency, surgical manipulability, aqueous humor barrier, and low foreign-body reaction.",2026,Biomaterials,10.1016/j.biomaterials.2025.123817,B3_stroma,1,,,,,
PUBMED_1004,41179628,Rabbit Corneal Wound Treatment Using Small Intestinal Submucosa (SIS) and Platelet Rich Plasma (PRP) Scaffold.,"Traumatic corneal wounds elicit a multitude of inflammatory reactions. This severe inflammation can lead to fibrosis or scarring on the cornea's surface by inhibiting the growth of the natural epithelium. The present study investigates the healing effects of two simultaneous treatments of small intestine submucosal graft (SIS) and platelet-rich plasma (PRP) in rabbit corneal wound healing. Twenty white New Zealand rabbits, with an average weight of 2.5 to 3 kilograms, exhibiting no clinical signs of ocular disease, were selected for the study. These rabbits were divided into four groups, with a total of five animals per group, for the purpose of a wound induction test using a crescent knife. Subsequent to wound formation, the groups under study included a control group (absence of corneal wound covering with only physiological serum), PRP+SIS, SIS, and PRP in the form of 1 cc subconjunctival drops of PRP every 12 hours. In groups with SIS, the dressing was placed on the wound with a circumferential suture. A clinical eye examination and fluorescein staining were performed to assess the wounds in terms of size, infection, turbidity, and edema. Twenty-one days after the operation, half of the animals from each group were euthanized, and their corneas were evaluated by histopathology. On the 21st day of the study, the PRP+SIS group exhibited the lowest level of corneal opacity. In the histopathological evaluation, the calculation of the number of rows of epithelium was not significant. The corneas of the PRP and SIS + PRP groups, as well as the SIS group, exhibited significantly less vascularization compared to the control group. The order of stromal collagens proved to be a significant factor in both the SIS group with SIS + PRP and the control group with SIS + PRP. A statistically significant difference in the extent of edema was observed between the control group and the SIS + PRP and PRP groups. A statistically significant decrease in inflammation was observed between the control and SIS+PRP groups, with the latter exhibiting markedly reduced levels of inflammation. The findings of this study demonstrate that the simultaneous use of SIS and PRP is not feasible.",2025,Archives of Razi Institute,10.32592/ARI.2025.80.2.389,A3_epithelium_limbus,1,,,,,
PUBMED_1005,41202160,Enhanced Corneal Wound Healing and Neovascularization Suppression via AME-SupraGel: A Biocompatible Hydrogel with Sustained Release and Stability.,"Amniotic membrane extract (AME) is widely recognized for its anti-inflammatory, antifibrotic, and antiangiogenic properties, making it a valuable option for corneal wound healing. However, short retention time and rapid degradation of AME limit its clinical efficacy. In this study, we developed a novel AME-SupraGel that combines the therapeutic benefits of AME with the sustained-release capabilities of a supramolecular peptide-based hydrogel. The design of AME-SupraGel addresses the limitations of the AME solution by enhancing retention on the ocular surface and providing prolonged therapeutic action. In vitro scratch-wound assays demonstrated significantly faster wound closure in corneal epithelial cells treated with AME-SupraGel than in those treated with AME or the peptide hydrogel alone. Moreover, AME-SupraGel exhibited superior biocompatibility, as evidenced by CCK-8 assays, and achieved sustained release of hepatocyte growth factor over 54 h. In an alkali burn-induced corneal injury model, AME-SupraGel significantly reduced corneal opacity and neovascularization, promoted clearer corneal surfaces, and limited blood vessel formation compared to other treatments. Additionally, the stability of the active components of AME-SupraGel at different temperatures enhances its clinical convenience by facilitating long-term storage without compromising efficacy. Overall, AME-SupraGel represents a promising therapeutic strategy for corneal wound healing, offering a noninvasive, long-lasting, and effective treatment option for ocular surface injuries.",2025,ACS biomaterials science & engineering,10.1021/acsbiomaterials.5c01303,A3_epithelium_limbus,1,,,,,
PUBMED_1006,41203155,Photocurable hybrid hydrogels based on gelatin and polysaccharides for sutureless repair of corneal defects.,"Corneal transplantation is the prevailing treatment for severe cornea diseases. Considering the shortage of donor tissues and postoperative complications associated with conventional suturing, it is imperative to develop alternative strategies for corneal transplantation. Photocurable hydrogels have attracted considerable attention as corneal substitutes due to their favorable physicochemical properties and application flexibility. However, most photocurable hydrogels focus on repairing focal corneal defects, and still suffer from insufficient mechanical strength and poor adhesion properties. Herein, a photocurable hydrogel GOC composed of gelatin methacryloyl (GelMA), oxidized hyaluronic acid (OHA), and carboxymethyl chitosan (CMCS) is fabricated for sutureless repair of large corneal defects (7 mm). This injectable hydrogel exhibits superior transparency, low swelling rate, tunable mechanical performance, and excellent adhesive properties. In vitro studies demonstrate that GOC hydrogel can support the proliferation and migration of human corneal epithelial cells (HCECs), indicating satisfactory cytocompatibility. Additionally, GOC hydrogel can accurately fill large corneal defects and produce grafts with smooth surfaces. Based on the results of slit-lamp microscopy, AS-OCT, confocal microscopy, and histological evaluations, GOC hydrogel enables effective repair of large corneal defects by facilitating re-epithelialization and stromal reconstruction, and meanwhile reducing inflammatory responses and corneal scarring. Therefore, GOC hydrogel may provide an alternative for sutureless treatment of large corneal defects.",2025,International journal of biological macromolecules,10.1016/j.ijbiomac.2025.148835,A3_epithelium_limbus;B3_stroma,2,,,,,
PUBMED_1007,41205143,Tomographic Differences in Thin Corneas Following DMEK in Fuchs Dystrophy: A Case-Control Study.,"INTRODUCTION: This study characterized the prevalence of thin corneas and identified tomographic patterns following Descemet membrane endothelial keratoplasty (DMEK) in patients with Fuchs endothelial corneal dystrophy (FECD). METHODS: We conducted a retrospective observational study at a tertiary referral center, including 88 eyes with FECD treated by DMEK and an age- and sex-matched control group. Tomographic parameters such as central corneal thickness (CCT), pachymetric progression indices including Belin-Ambrosio D index (BAD-D), and anterior corneal asymmetry indices were analyzed using Scheimpflug imaging (Pentacam HR). Statistical analyses were performed to compare the DMEK and control groups and to examine correlations between clinical characteristics and CCT values. RESULTS: At 1 year, the mean CCT in the DMEK group was 525 ± 36 µm, compared with 561 ± 32 µm in healthy controls (p < 0.001). Women were much more likely than men to have thin corneas (40% vs. 3.6% with CCT below 500 µm, p < 0.001) and higher BAD-D values (2.71 vs. 1.99, p = 0.007). In multivariate analysis, baseline CCT (β = -0.001, p < 0.001), age (β = -0.001, p = 0.032), and sex (β = 0.046, p < 0.001) were the strongest predictors of percentage pachymetric reduction, indicating that thicker preoperative corneas, older patients, and women experienced greater deswelling and thinner 1-year CCT. Postoperative endothelial cell density had no impact on pachymetry outcomes. CONCLUSION: Patients with FECD undergoing DMEK often present with postoperative corneal thinning, particularly among women. Although the underlying cause is not fully understood, these findings suggest a potential link between chronic preoperative corneal edema and the likelihood of stromal remodeling. Further research is required to elucidate the mechanisms underlying this thinning phenomenon.",2026,Ophthalmology and therapy,10.1007/s40123-025-01260-6,C4_endothelium,1,,,,,
PUBMED_1008,41212961,Extracorporeal Optimization of Corneal Allogenic Intrastromal Ring Segments (ECO-CAIRS) Using Ultra-high-Fluence Corneal Cross-linking.,"PURPOSE: To describe a new surgical technique to treat corneal allogenic ring segments (CAIRS) shaped by a femto-second laser with extracorporeal ultra-high-fluence corneal cross-linking (CXL) before insertion into the corneal stroma (ECO-CAIRS). METHODS: Four eyes from four patients with stable keratoconus and maximum keratometry readings between 58.00 and 69.80 diopters (D) were analyzed. Each patient had a corneal thickness of at least 400 μm at 5 mm from the pupil center. CAIRS were prepared from donor corneas using a femtosecond laser. The segments were cross-linked with 30 and 60 J/cm(2) ultraviolet (UV) light fluences, and inserted without air-drying or extended dehydration. RESULTS: Insertion was uneventful in all cases. CAIRS subjected to ultra-high-fluence CXL remained stiff during the entire insertion process and showed no tendency to soften. The initial ring segment thickness was approximately halved immediately after the high-fluence CXL treatment compared to pre-CXL levels; thickness levels increased within days after insertion. CONCLUSIONS: This new technique may provide multiple advantages over unmodified or air-dried CAIRS, including an easier insertion due to greater stiffness and resistance to re-swelling during insertion. The high UV fluences used should eliminate viable keratocytes, essentially transforming the segment into an acellular collagen scaffold. Finally, the marked transitory decrease in thickness may allow for the insertion of ring segments with greater overall volume, potentially increasing the corneal topographical effect. Further clinical research is required to assess the extent to which the effect on corneal topography is driven by the CAIRS volume and/or by its intrinsic stiffness.",2025,"Journal of refractive surgery (Thorofare, N.J. : 1995)",10.3928/1081597X-20250917-02,B3_stroma,1,,,,,
PUBMED_1009,41218465,Matrix stiffness modulates YAP-mediated glycolysis and proliferation in human corneal endothelial cells.,"Human corneal endothelium (HCE) plays a vital role in preserving corneal transparency and thickness. However, a marked reduction in the cell density can result in functional decompensation, potentially leading to blindness. The scarcity of donor corneas has limited the development of clinical interventions for this condition, therefore, developing highly functional tissue-engineered HCE (TE-HCE) important. The construction of TE-HCE fundamentally relies on modulating the mechanical microenvironment of the scaffold, which is essential for promoting the optimal proliferation and metabolic activity of the seeded cells. In this study, we used polyacrylamide hydrogels with stiffnesses of 25, 50, and 100 kPa to simulate the mechanical properties of Descemet's membranes and explore the regulatory role of matrix stiffness in HCE cell metabolism and proliferation. An increased scaffold stiffness promoted the proliferation of HCE cells by enhancing the mechanical response of HCE cells, increasing the nuclear translocation of Yes-associated protein (YAP), and promoting the expression of downstream proliferation regulatory genes. Increasing the stiffness of the scaffold also enhanced the glycolysis level of HCE cells by promoting the expression of key glycolytic enzymes, thereby improving the viability and energy yield of HCE cells. Notably, the variations in scaffold stiffness could influence cell proliferation via the YAP pathway by modulating the glycolysis levels, potentially establishing the positive feedback of ""metabolic response-proliferation."" This study elucidates the regulatory mechanisms by which mechanical microenvironments influence cellular functions, and provides a theoretical foundation and technical support for the development of tissue-engineered products with precise mechanical properties.",2026,Biomaterials advances,10.1016/j.bioadv.2025.214594,C4_endothelium;D3_full_thickness_multilayer,2,,,,,
PUBMED_1010,41232794,A sustainable tissue-specific hydrogel from decellularized corneal ECM for 3D In vitro ocular models.,"In vitro models are increasingly replacing animal testing due to their enhanced ability to mimic human physiology. In this study, we developed and characterized a hydrogel derived from decellularized extracellular matrix (C-dECM) of bovine corneas-a tissue-specific and sustainable biomaterial obtained from food industry waste. The hydrogel was produced through decellularization, enzymatic solubilization, and gelation, preserving key ECM components such as glycosaminoglycans and collagen. C-dECM hydrogels demonstrated stable gelation behavior (T50 = 51.6 ± 7.5 min), biocompatibility, and structural integrity across a range of concentrations. Scanning electron microscopy revealed a fibrillar structure with 0.2 μm average pore size and 78 μm thickness. In vitro assays with HaCaT keratinocytes and human corneal stromal cells (hCSC) showed >90 % cell viability and preserved morphology. The hydrogel supported the formation of a multilayered tissue of epithelial cells that resembles the corneal epithelium and was successfully integrated into a custom biotranswell platform. When challenged with an ocular irritant (2,6-dichlorobenzoyl chloride), the reconstructed tissue exhibited significant cytotoxic response (p < 0.0001), confirming the model's relevance for ocular toxicity screening. These findings highlight the potential of decellularized bovine cornea-derived hydrogel (C-dECM) as a sustainable and functional alternative for rat-derived matrices in 3D ocular models in preclinical research.",2026,Experimental eye research,10.1016/j.exer.2025.110730,A3_epithelium_limbus,1,,,,,
